elytraLength_pix,elytraWidth_pix,elytraLength_cm,elytraWidth_cm,user_name,genus,species,individualID,outliers
59.2114853723498,32.0156211871642,0.538263988803672,0.291039075541882,ishachinniah,Synuchus,impunctatus,A00000033585_3,False
58.0775343829264,31.0644491340181,0.527955769395956,0.282392414169592,ishachinniah,Synuchus,impunctatus,A00000033585_4,False
59.0084739677277,31.0644491340181,0.536418506837844,0.282392414169592,ishachinniah,Synuchus,impunctatus,A00000033585_5,False
65.2533524043018,34.4818792991333,0.593187783199117,0.313458677421821,ishachinniah,Synuchus,impunctatus,A00000033585_6,False
66.4830805543786,27.2946881279124,0.604366668090149,0.248123275619479,ishachinniah,Synuchus,impunctatus,A00000033585_7,False
60.1664358259653,30.0832179129826,0.546944997851841,0.273472498925921,ishachinniah,Synuchus,impunctatus,A00000033585_8,False
62.1691241694782,31.7647603485372,0.565150503242072,0.288758616695344,ishachinniah,Synuchus,impunctatus,A00000033585_9,False
58.1377674149945,31.1448230047949,0.528503319789176,0.28312305553094,ishachinniah,Synuchus,impunctatus,A00000033585_10,False
60.0333240792145,35.0570962859162,0.545734941064512,0.318687706685085,ishachinniah,Synuchus,impunctatus,A00000033585_11,False
70.2139587261678,30.8706980808663,0.638282340934012,0.280631113738627,ishachinniah,Synuchus,impunctatus,A00000033585_12,False
64.2884126417817,29.732137494637,0.58441596600414,0.270280990636925,ishachinniah,Synuchus,impunctatus,A00000033585_13,False
61.0081961706786,28.0713376952364,0.554597048428058,0.255183434495441,ishachinniah,Synuchus,impunctatus,A00000033585_14,False
62.5139984323511,29.8328677803526,0.568285594267105,0.271196682669335,ishachinniah,Synuchus,impunctatus,A00000033585_15,False
67.8822509939086,32.5269119345812,0.61708587378245,0.295686981187424,ishachinniah,Synuchus,impunctatus,A00000033585_16,False
60.4069532421558,30.0832179129826,0.580809239947883,0.289248339693327,IsaFluck,Synuchus,impunctatus,A00000033585_1,False
68.0294054067798,32.0156211871642,0.654098661291928,0.307828281516431,IsaFluck,Synuchus,impunctatus,A00000033585_2,False
61.1310068623117,29.0172362570938,0.587770972169643,0.278998989873063,IsaFluck,Synuchus,impunctatus,A00000033585_3,False
59.1354377678901,30.0665927567458,0.56858369476553,0.289088489811158,IsaFluck,Synuchus,impunctatus,A00000033585_4,False
60.0333240792145,28.0178514522438,0.577216817908646,0.269389964789584,IsaFluck,Synuchus,impunctatus,A00000033585_5,False
65.1459898996093,32.2800247831379,0.626374793768596,0.310370506266641,IsaFluck,Synuchus,impunctatus,A00000033585_6,False
66.6108099335236,27.2946881279124,0.64045895072231,0.262436792708891,IsaFluck,Synuchus,impunctatus,A00000033585_7,False
64.5600495662759,31.04834939252,0.620741012533281,0.298528021104054,IsaFluck,Synuchus,impunctatus,A00000033585_8,False
59.9332962550868,30.4138126514911,0.576255056366521,0.292426988317338,IsaFluck,Synuchus,impunctatus,A00000033585_9,False
58.1377674149945,31.1448230047949,0.558991154034981,0.29945560911194,IsaFluck,Synuchus,impunctatus,A00000033585_10,False
63.0317380372777,36.0555127546399,0.606046388654427,0.346671597142221,IsaFluck,Synuchus,impunctatus,A00000033585_11,False
70.6611633077181,31.3847096529504,0.679402855993541,0.301762104876266,IsaFluck,Synuchus,impunctatus,A00000033585_12,False
66.407830863536,30.0832179129826,0.638507319113077,0.289248339693327,IsaFluck,Synuchus,impunctatus,A00000033585_13,False
62.0322496770833,27.0185121722126,0.59643636789251,0.259781377424514,IsaFluck,Synuchus,impunctatus,A00000033585_14,False
61.8142378421024,28.2842712474619,0.594340197147607,0.271951575174855,IsaFluck,Synuchus,impunctatus,A00000033585_15,False
70.0071424927486,31.1126983722081,0.673114485002047,0.299146732692341,IsaFluck,Synuchus,impunctatus,A00000033585_16,False
60.7453701939498,29.1547594742265,0.528200640981171,0.253510063281697,rileywolcheski,Synuchus,impunctatus,A00000033585_1,False
69.0289794216893,33.0605505096331,0.600229302420876,0.287472179601893,rileywolcheski,Synuchus,impunctatus,A00000033585_2,False
64.1248781675256,31.1448230047949,0.557586555860681,0.270814309335072,rileywolcheski,Synuchus,impunctatus,A00000033585_3,False
60.0333240792145,31.0644491340181,0.522009169713312,0.27011543253299,rileywolcheski,Synuchus,impunctatus,A00000033585_4,False
65.0691939399898,31.0644491340181,0.5657976869265,0.27011543253299,rileywolcheski,Synuchus,impunctatus,A00000033585_5,False
65.2533524043018,33.9558536926993,0.567399004336883,0.295257130350537,rileywolcheski,Synuchus,impunctatus,A00000033585_6,False
67.7421582177598,30.2654919008431,0.589039975850414,0.263168240980248,rileywolcheski,Synuchus,impunctatus,A00000033585_7,False
64.2884126417817,32.0156211871642,0.559008541007019,0.278386181176896,rileywolcheski,Synuchus,impunctatus,A00000033585_8,False
63.0713881248859,30.8706980808663,0.548426119204967,0.268430704460072,rileywolcheski,Synuchus,impunctatus,A00000033585_9,False
61.1310068623117,32.0624390837628,0.531553876540758,0.278793277930341,rileywolcheski,Synuchus,impunctatus,A00000033585_10,False
66.007575322837,37.0135110466435,0.573957216555213,0.321844449994775,rileywolcheski,Synuchus,impunctatus,A00000033585_11,False
70.6611633077181,33.1058907144937,0.614421669214377,0.287866427347739,rileywolcheski,Synuchus,impunctatus,A00000033585_12,False
66.098411478643,32.5729949498047,0.574747066309487,0.283232726316925,rileywolcheski,Synuchus,impunctatus,A00000033585_13,False
61.0327780786685,28.0178514522438,0.530699745496409,0.243624280315348,rileywolcheski,Synuchus,impunctatus,A00000033585_14,False
62.8012738724303,28.2842712474619,0.546077388415614,0.245940886604107,rileywolcheski,Synuchus,impunctatus,A00000033585_15,False
69.2964645562817,33.9411254969543,0.602555172180062,0.295129063924928,rileywolcheski,Synuchus,impunctatus,A00000033585_16,False
87.2811548961172,39.0512483795333,0.793432258730562,0.354996679923625,ishachinniah,Pterostichus,adoxus,HARV_008.W.20180814.PTEROS.01_1,False
80.0062497558784,40.0499687890016,0.727299490158237,0.364075581219878,ishachinniah,Pterostichus,adoxus,HARV_008.W.20180814.PTEROS.01_2,False
86.2090482490092,47.0956473572665,0.783718620445538,0.428142248702422,IsaFluck,Pterostichus,adoxus,HARV_008.W.20180814.PTEROS.01_1,False
85.0529246998597,45.0111097397076,0.773208406362361,0.409191906724615,IsaFluck,Pterostichus,adoxus,HARV_008.W.20180814.PTEROS.01_2,False
88.2779700718135,45.0998891351187,0.735624208534636,0.375819360402518,rileywolcheski,Pterostichus,adoxus,HARV_008.W.20180814.PTEROS.01_1,False
86.0523096726636,43.0464865000618,0.717077682507139,0.358708265901954,rileywolcheski,Pterostichus,adoxus,HARV_008.W.20180814.PTEROS.01_2,False
76.0,35.0142828000232,0.617702475519283,0.284584331106665,IsaFluck,Synuchus,impunctatus,A00000033652_1,False
68.0073525436772,35.0,0.552740921312395,0.284468245304933,IsaFluck,Synuchus,impunctatus,A00000033652_2,False
75.0266619276108,35.0142828000232,0.609791510560967,0.284584331106665,IsaFluck,Synuchus,impunctatus,A00000033652_3,False
65.1920240520265,29.1547594742265,0.529858876855913,0.236960093426302,IsaFluck,Synuchus,impunctatus,A00000033652_4,False
76.0263112349928,36.0138862107382,0.617916324400718,0.292708771913721,IsaFluck,Synuchus,impunctatus,A00000033652_5,False
84.717176534632,40.4474968323134,0.688552758742714,0.328743670024715,IsaFluck,Synuchus,impunctatus,A00000033652_6,False
74.2495791233863,35.3411940941446,0.603475642510271,0.287241356312639,IsaFluck,Synuchus,impunctatus,A00000033652_7,False
78.1024967590665,37.1079506305589,0.634790863056739,0.301600960078205,IsaFluck,Synuchus,impunctatus,A00000033652_8,False
74.0607858451421,35.0142828000232,0.601941194150628,0.284584331106665,IsaFluck,Synuchus,impunctatus,A00000033652_9,False
73.6002717386288,34.2052627529741,0.598198290155828,0.278008887872364,IsaFluck,Synuchus,impunctatus,A00000033652_10,False
73.0273921210391,37.0135110466435,0.593542117024779,0.300833386857526,IsaFluck,Synuchus,impunctatus,A00000033652_11,False
64.4127316607517,29.0688837074973,0.523525050023758,0.236262124035569,IsaFluck,Synuchus,impunctatus,A00000033652_12,False
75.8023746329889,37.3363094051889,0.616096242908386,0.303456983504462,IsaFluck,Synuchus,impunctatus,A00000033652_13,False
73.9797269527267,35.9026461420325,0.601282374696578,0.291804649995083,IsaFluck,Synuchus,impunctatus,A00000033652_14,False
69.1158447825099,34.0,0.561750373944248,0.276340581153363,IsaFluck,Synuchus,impunctatus,A00000033652_15,False
69.065186599328,34.0147027033899,0.561338641244817,0.276460079788637,IsaFluck,Synuchus,impunctatus,A00000033652_16,False
74.0607858451421,35.0570962859162,0.601941194150628,0.284932304741162,IsaFluck,Synuchus,impunctatus,A00000033652_17,False
74.0067564483136,36.0555127546399,0.587281231040541,0.286118821206971,ishachinniah,Synuchus,impunctatus,A00000033652_1,False
68.0294054067798,33.0151480384384,0.539847912158568,0.261991981725901,ishachinniah,Synuchus,impunctatus,A00000033652_2,False
76.0263112349928,37.0,0.603307424839525,0.29361380759439,ishachinniah,Synuchus,impunctatus,A00000033652_3,False
63.0713881248859,28.1602556806574,0.500503524800307,0.223465943060254,ishachinniah,Synuchus,impunctatus,A00000033652_4,False
74.0067564483136,38.0,0.587281231040541,0.301549315907752,ishachinniah,Synuchus,impunctatus,A00000033652_5,False
81.4984662432367,42.2965719651132,0.646731756399449,0.335644798455866,ishachinniah,Synuchus,impunctatus,A00000033652_6,False
76.0263112349928,34.928498393146,0.603307424839525,0.277175389372057,ishachinniah,Synuchus,impunctatus,A00000033652_7,False
78.3390068867355,36.1386219991853,0.621659840410205,0.286778335307978,ishachinniah,Synuchus,impunctatus,A00000033652_8,False
72.0277724214764,36.0138862107382,0.571576986843565,0.285788493421782,ishachinniah,Synuchus,impunctatus,A00000033652_9,False
71.4002801114954,34.7131099154196,0.56659751640114,0.275466172316457,ishachinniah,Synuchus,impunctatus,A00000033652_10,False
71.0070419043069,40.0499687890016,0.563476971338864,0.317816860275006,ishachinniah,Synuchus,impunctatus,A00000033652_11,False
66.6483308118065,30.8706980808663,0.528888383228785,0.244974681259999,ishachinniah,Synuchus,impunctatus,A00000033652_12,False
73.6817480791546,37.3363094051889,0.584702124425168,0.296282593675129,ishachinniah,Synuchus,impunctatus,A00000033652_13,False
73.0068489937759,33.734255586866,0.579346457122465,0.26769846565465,ishachinniah,Synuchus,impunctatus,A00000033652_14,False
67.0298440994756,35.0142828000232,0.53191588509474,0.277856132245989,ishachinniah,Synuchus,impunctatus,A00000033652_15,False
69.0072459963445,32.0156211871642,0.547607574286201,0.254060228088187,ishachinniah,Synuchus,impunctatus,A00000033652_16,False
72.0277724214764,38.0131556174964,0.571576986843565,0.301653712419762,ishachinniah,Synuchus,impunctatus,A00000033652_17,False
78.0576709875461,39.0128184062623,0.573891410766315,0.286827945413745,rileywolcheski,Synuchus,impunctatus,A00000033652_1,False
70.0071424927486,40.0,0.514702748116735,0.294085848837523,rileywolcheski,Synuchus,impunctatus,A00000033652_2,False
77.0064932327138,37.0,0.566162998208591,0.272029410174709,rileywolcheski,Synuchus,impunctatus,A00000033652_3,False
68.1175454637056,29.0172362570938,0.500810154460561,0.21333896388966,rileywolcheski,Synuchus,impunctatus,A00000033652_4,False
75.0599760191808,34.0587727318528,0.551851919033123,0.25040507723028,rileywolcheski,Synuchus,impunctatus,A00000033652_5,False
85.5862138431184,41.3037528561268,0.629242358671081,0.303671230471733,rileywolcheski,Synuchus,impunctatus,A00000033652_6,False
75.5843899227876,36.2491379207837,0.555707486732733,0.266508962376553,rileywolcheski,Synuchus,impunctatus,A00000033652_7,False
78.1024967590665,35.9026461420325,0.574220976393,0.263961504154821,rileywolcheski,Synuchus,impunctatus,A00000033652_8,False
73.0068489937759,36.0138862107382,0.536757028932187,0.264779357405573,rileywolcheski,Synuchus,impunctatus,A00000033652_9,False
75.8023746329889,35.4682957019364,0.557310142196062,0.260768096208106,rileywolcheski,Synuchus,impunctatus,A00000033652_10,False
73.0273921210391,39.0512483795333,0.536908065007661,0.2871104881965,rileywolcheski,Synuchus,impunctatus,A00000033652_11,False
65.7419196555744,32.649655434629,0.483344206152946,0.240045040818638,rileywolcheski,Synuchus,impunctatus,A00000033652_12,False
74.6726188103779,36.3455636907725,0.549004012194269,0.267217898736977,rileywolcheski,Synuchus,impunctatus,A00000033652_13,False
70.8307842678591,33.5410196624968,0.520758282881021,0.246598480958036,rileywolcheski,Synuchus,impunctatus,A00000033652_14,False
69.0289794216893,37.0135110466435,0.507511150190385,0.27212874536523,rileywolcheski,Synuchus,impunctatus,A00000033652_15,False
68.0073525436772,33.0,0.5,0.242620825290957,rileywolcheski,Synuchus,impunctatus,A00000033652_16,False
71.0070419043069,40.0,0.522054154796742,0.294085848837523,rileywolcheski,Synuchus,impunctatus,A00000033652_17,False
119.707978013163,56.4358042380899,1.53459155502562,0.723476496907571,IsaFluck,Carabus,goryi,A00000032963_1,False
118.067777145164,54.1294744108974,1.51356506671336,0.693910595497691,IsaFluck,Carabus,goryi,A00000032963_2,False
110.222502239788,51.0392006206994,1.41299288416994,0.65429495634093,IsaFluck,Carabus,goryi,A00000032963_3,False
111.364267159624,50.3587132480567,1.42762969311856,0.645571476146116,IsaFluck,Carabus,goryi,A00000032963_4,False
103.696673042099,47.5184174820669,1.32933528220784,0.609160420102854,IsaFluck,Carabus,goryi,A00000032963_5,False
114.109596441316,48.0104155366312,1.46282333017913,0.615467569151352,IsaFluck,Carabus,goryi,A00000032963_6,False
108.189648303338,48.8364617882991,1.38693279581782,0.626057035475232,IsaFluck,Carabus,goryi,A00000032963_7,False
109.073369802166,46.0434577328854,1.39826162762673,0.590252233592112,IsaFluck,Carabus,goryi,A00000032963_8,False
107.004672795163,50.0,1.37174205048958,0.640972966253291,IsaFluck,Carabus,goryi,A00000032963_9,False
109.658560997307,52.4690384893796,1.40576346235022,0.672624704739916,IsaFluck,Carabus,goryi,A00000032963_10,False
124.01612798342,56.0,1.58981970833561,0.717889722203687,IsaFluck,Carabus,goryi,A00000032963_11,False
107.280007457121,46.690470119715,1.37527169198933,0.598546582567888,IsaFluck,Carabus,goryi,A00000032963_12,False
108.004629530405,50.1597448159378,1.38456095518383,0.643020808423596,IsaFluck,Carabus,goryi,A00000032963_13,False
99.1413132856328,49.4974746830583,1.27093803309878,0.634530863392942,IsaFluck,Carabus,goryi,A00000032963_14,False
112.0,50.0,1.43577944440737,0.640972966253291,IsaFluck,Carabus,goryi,A00000032963_15,False
105.04284840007,51.0392006206994,1.34659252245375,0.65429495634093,IsaFluck,Carabus,goryi,A00000032963_16,False
109.073369802166,52.0,1.39826162762673,0.666611884903423,IsaFluck,Carabus,goryi,A00000032963_17,False
98.0,47.0,1.25630701385645,0.602514588278094,IsaFluck,Carabus,goryi,A00000032963_18,False
118.608600025462,40.0124980474851,1.52049812362941,0.512938591214011,ishachinniah,Carabus,goryi,A00000032963_1,False
118.869676536954,45.7055795281058,1.52384498334921,0.585920817689113,ishachinniah,Carabus,goryi,A00000032963_2,False
108.07404868885,42.0475920832573,1.3854508712619,0.539027396428277,ishachinniah,Carabus,goryi,A00000032963_3,False
112.21853679317,45.2769256906871,1.43858096793844,0.580425707255791,ishachinniah,Carabus,goryi,A00000032963_4,False
101.71037311897,38.4707681233427,1.3038719911359,0.493174447161231,ishachinniah,Carabus,goryi,A00000032963_5,False
112.111551590369,46.0108682813094,1.43720947548276,0.589834454443207,ishachinniah,Carabus,goryi,A00000032963_6,False
104.393486386843,45.7055795281058,1.33826805253795,0.585920817689113,ishachinniah,Carabus,goryi,A00000032963_7,False
105.118980208143,43.0116263352131,1.34756849107069,0.551385794309195,ishachinniah,Carabus,goryi,A00000032963_8,False
105.0,43.0464865000618,1.34604322913191,0.551832682774537,ishachinniah,Carabus,goryi,A00000032963_9,False
107.517440445725,44.5533388198909,1.37831545452916,0.571149714797468,ishachinniah,Carabus,goryi,A00000032963_10,False
117.068356100186,42.0119030752,1.50075302927866,0.538569882641135,ishachinniah,Carabus,goryi,A00000032963_11,False
109.238271681678,40.6078810084939,1.40037558056376,0.520571078865501,ishachinniah,Carabus,goryi,A00000032963_12,False
102.004901843,44.0454310910905,1.30764769013367,0.564638612327224,ishachinniah,Carabus,goryi,A00000032963_13,False
94.7628619238571,40.4474968323134,1.21480865395972,0.51851504044257,ishachinniah,Carabus,goryi,A00000032963_14,False
107.004672795163,45.0444225182208,1.37174205048958,0.577445142293411,ishachinniah,Carabus,goryi,A00000032963_15,False
103.043680058507,44.1021541423999,1.32096426521513,0.565365771176279,ishachinniah,Carabus,goryi,A00000032963_16,False
105.076162853427,42.0119030752,1.34701959573351,0.538569882641135,ishachinniah,Carabus,goryi,A00000032963_17,False
96.0208310732624,40.0124980474851,1.2309351383027,0.512938591214011,ishachinniah,Carabus,goryi,A00000032963_18,False
122.494897852931,52.0864665724217,1.45816926882682,0.620033047979421,rileywolcheski,Carabus,goryi,A00000032963_1,False
123.967737738494,58.2494635168428,1.47570183464526,0.693396860723835,rileywolcheski,Carabus,goryi,A00000032963_2,False
111.220501707194,59.1354377678901,1.32395977706471,0.703943425915473,rileywolcheski,Carabus,goryi,A00000032963_3,False
114.354711315276,57.2188780036799,1.36126915249726,0.681128854867815,rileywolcheski,Carabus,goryi,A00000032963_4,False
100.841459727634,55.4436651025164,1.20040850823857,0.659996865344388,rileywolcheski,Carabus,goryi,A00000032963_5,False
114.017542509914,56.0,1.35725552255019,0.666619430568781,rileywolcheski,Carabus,goryi,A00000032963_6,False
107.689368091748,50.8035431835222,1.2819254506363,0.604761232640643,rileywolcheski,Carabus,goryi,A00000032963_7,False
107.074740251845,50.0899191454728,1.27460897098187,0.596266310321274,rileywolcheski,Carabus,goryi,A00000032963_8,False
107.0,57.0,1.27371926912249,0.678523348971795,rileywolcheski,Carabus,goryi,A00000032963_9,False
110.64357188739,57.8705451849211,1.3170920515655,0.688886247819233,rileywolcheski,Carabus,goryi,A00000032963_10,False
127.003936946852,58.0,1.51184450227686,0.690427267374809,rileywolcheski,Carabus,goryi,A00000032963_11,False
109.041276588272,52.1727898429823,1.29801845906726,0.621060633148457,rileywolcheski,Carabus,goryi,A00000032963_12,False
111.004504413109,54.0,1.32138856290066,0.642811593762753,rileywolcheski,Carabus,goryi,A00000032963_13,False
100.841459727634,52.6117857518636,1.20040850823857,0.626286404627037,rileywolcheski,Carabus,goryi,A00000032963_14,False
113.004424692133,54.0,1.34519545071469,0.642811593762753,rileywolcheski,Carabus,goryi,A00000032963_15,False
108.041658632215,55.145262715849,1.28611908848417,0.656444707682234,rileywolcheski,Carabus,goryi,A00000032963_16,False
113.110565377422,52.0096144957834,1.3464589407716,0.619118207130017,rileywolcheski,Carabus,goryi,A00000032963_17,False
98.0,57.0087712549569,1.16658400349537,0.678627761275094,rileywolcheski,Carabus,goryi,A00000032963_18,False
60.0749531835024,29.0172362570938,0.566744841353796,0.273747511859376,IsaFluck,Synuchus,impunctatus,A00000033686_1,False
64.1248781675256,32.1403173599764,0.604951680825713,0.303210541131853,IsaFluck,Synuchus,impunctatus,A00000033686_2,False
69.1158447825099,33.0605505096331,0.652036271533112,0.311891985939935,IsaFluck,Synuchus,impunctatus,A00000033686_3,False
68.3520299625402,31.9530906173409,0.644830471344719,0.30144425110699,IsaFluck,Synuchus,impunctatus,A00000033686_4,False
66.7308024828115,33.6154726279432,0.629535872479354,0.317127100263615,IsaFluck,Synuchus,impunctatus,A00000033686_5,False
55.659680200303,25.9615099714943,0.525091322644368,0.244919905391456,IsaFluck,Synuchus,impunctatus,A00000033686_6,False
59.0338885725818,25.3179778023443,0.556923477099828,0.238848847191928,IsaFluck,Synuchus,impunctatus,A00000033686_7,False
62.2896460095897,32.1403173599764,0.58763816990179,0.303210541131853,IsaFluck,Synuchus,impunctatus,A00000033686_8,False
61.2943716828878,27.0739727413618,0.578248789461206,0.255414837182658,IsaFluck,Synuchus,impunctatus,A00000033686_9,False
65.1229606206597,29.0688837074973,0.614367553025092,0.274234751957521,IsaFluck,Synuchus,impunctatus,A00000033686_10,False
70.2139587261678,31.5753068076939,0.662395837039319,0.297880252902773,IsaFluck,Synuchus,impunctatus,A00000033686_11,False
65.1920240520265,30.1496268633627,0.615019094830438,0.284430442107195,IsaFluck,Synuchus,impunctatus,A00000033686_12,False
67.0074622710038,31.0,0.632145870481168,0.292452830188679,IsaFluck,Synuchus,impunctatus,A00000033686_13,False
67.6756972627545,32.8937684067971,0.63844997417693,0.310318569875444,IsaFluck,Synuchus,impunctatus,A00000033686_14,False
55.9016994374947,30.4138126514911,0.527374522995233,0.286922760863124,IsaFluck,Synuchus,impunctatus,A00000033686_15,False
59.0338885725818,27.0,0.556923477099828,0.254716981132075,ishachinniah,Synuchus,impunctatus,A00000033686_1,False
65.0691939399898,30.0665927567458,0.613860320188583,0.283647101478734,ishachinniah,Synuchus,impunctatus,A00000033686_2,False
68.0661443009665,31.0161248385416,0.642133436801571,0.292604951306997,ishachinniah,Synuchus,impunctatus,A00000033686_3,False
65.1920240520265,30.6757233003559,0.615019094830438,0.289393616041094,ishachinniah,Synuchus,impunctatus,A00000033686_4,False
68.9637585982667,31.7647603485372,0.650601496210063,0.299667550457898,ishachinniah,Synuchus,impunctatus,A00000033686_5,False
55.3624421426656,25.0,0.522287190025147,0.235849056603774,ishachinniah,Synuchus,impunctatus,A00000033686_6,False
62.8012738724303,24.3310501211929,0.592464847853116,0.229538208690499,ishachinniah,Synuchus,impunctatus,A00000033686_7,False
61.1310068623117,29.1547594742265,0.576707611908601,0.27504490070025,ishachinniah,Synuchus,impunctatus,A00000033686_8,False
59.0762219509677,29.0688837074973,0.557322848594035,0.274234751957521,ishachinniah,Synuchus,impunctatus,A00000033686_9,False
62.0322496770833,27.0739727413618,0.585209902613993,0.255414837182658,ishachinniah,Synuchus,impunctatus,A00000033686_10,False
69.0507060065283,30.5941170815567,0.651421754778569,0.288623746052422,ishachinniah,Synuchus,impunctatus,A00000033686_11,False
64.1248781675256,28.1602556806574,0.604951680825713,0.265662789440165,ishachinniah,Synuchus,impunctatus,A00000033686_12,False
66.0,30.0166620396073,0.622641509433962,0.283176056977427,ishachinniah,Synuchus,impunctatus,A00000033686_13,False
65.7875368135941,27.2029410174709,0.620637139750888,0.256631519032744,ishachinniah,Synuchus,impunctatus,A00000033686_14,False
55.9464029227975,28.6356421265527,0.527796253988655,0.270147567231629,ishachinniah,Synuchus,impunctatus,A00000033686_15,False
60.0333240792145,32.0,0.526608105958022,0.280701754385965,rileywolcheski,Synuchus,impunctatus,A00000033686_1,False
65.1229606206597,32.0624390837628,0.571254040532103,0.281249465647042,rileywolcheski,Synuchus,impunctatus,A00000033686_2,False
68.0661443009665,31.0161248385416,0.597071441236549,0.272071270513523,rileywolcheski,Synuchus,impunctatus,A00000033686_3,False
65.7875368135941,33.2415402771893,0.577083656259597,0.291592458571836,rileywolcheski,Synuchus,impunctatus,A00000033686_4,False
66.7308024828115,34.0,0.58535791651589,0.298245614035088,rileywolcheski,Synuchus,impunctatus,A00000033686_5,False
